geneCluster	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GC00000038_8	391735.Veis_3365	6.6e-77	292.4					bactNOG[38]	063RB@bactNOG,0BBAP@bproNOG,16RPW@proNOG,COG1280@NOG	NA|NA|NA	E	lysine exporter protein LysE YggA
GC00000038_9	379731.PST_2855	1.2e-57	228.4			K11250		bactNOG[38]	063RB@bactNOG,0QRUM@gproNOG,17CNS@proNOG,COG1280@NOG	NA|NA|NA	E	Lysine exporter protein (Lyse ygga)
GC00000038_r1_1	259536.Psyc_2059	7.4e-100	368.6	BMUL_3122		K11250		bactNOG[38]	063RB@bactNOG,0QRUM@gproNOG,17CNS@proNOG,COG1280@NOG	NA|NA|NA	E	Lysine exporter protein (Lyse ygga)
GC00000039_10	349106.PsycPRwf_1189	1.9e-12	77.0					NOG[107]	COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_11	349106.PsycPRwf_1189	4.6e-191	672.5					NOG[107]	COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_1	436717.AOLE_15150	1.4e-82	312.0					NOG[107]	COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_2	575584.HMPREF0010_03337	1.2e-228	797.3	NEUT_0680				bactNOG[38]	05DFP@bactNOG,0QI2H@gproNOG,16Q1R@proNOG,COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_3	335284.Pcryo_1632	2.9e-64	251.5	INTC	GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009009,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360			bactNOG[38]	05DFP@bactNOG,0QI2H@gproNOG,16Q1R@proNOG,COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_4	335284.Pcryo_2351	5.6e-219	765.4	INTC	GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009009,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360			bactNOG[38]	05DFP@bactNOG,0QI2H@gproNOG,16Q1R@proNOG,COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_5	349106.PsycPRwf_1216	8e-177	625.2		GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009009,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360			bactNOG[38]	05DFP@bactNOG,0QI2H@gproNOG,16Q1R@proNOG,COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_6	335284.Pcryo_1605	1.2e-221	774.2					NOG[107]	COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_7	259536.Psyc_1034	1.4e-230	803.9					NOG[107]	COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_8	553217.ENHAE0001_1570	1.2e-104	385.6		GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009009,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360			bactNOG[38]	05DFP@bactNOG,16Q1R@proNOG,COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_9	553217.ENHAE0001_1570	5.7e-94	350.1		GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009009,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360			bactNOG[38]	05DFP@bactNOG,16Q1R@proNOG,COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_r1_1	1002339.HMPREF9373_1433	4.4e-192	676.0					NOG[107]	COG0582@NOG	NA|NA|NA	L	Integrase
GC00000039_r1_2	335284.Pcryo_1632	4.8e-217	758.8	INTC	GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009009,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360			bactNOG[38]	05DFP@bactNOG,0QI2H@gproNOG,16Q1R@proNOG,COG0582@NOG	NA|NA|NA	L	Integrase
GC00000040_10	335284.Pcryo_1326	3.8e-208	729.2	NEMA		K10680,K15552		bactNOG[38]	05CCY@bactNOG,0QI3Q@gproNOG,16PK7@proNOG,COG1902@NOG	NA|NA|NA	C	Nadh flavin oxidoreductase nadh oxidase
GC00000040_1	1042876.PPS_2535	9.3e-207	725.3			K00219,K10680		bactNOG[38]	05CCY@bactNOG,16PS7@proNOG,COG1902@NOG	NA|NA|NA	C	NADH flavin oxidoreductase, NADH oxidase
GC00000040_2	1002339.HMPREF9373_0204	1.7e-298	1030.0			K00219,K10797		bactNOG[38]	05CCY@bactNOG,0QIP5@gproNOG,16PS7@proNOG,COG0446@NOG,COG1902@NOG	NA|NA|NA	C	2,4-dienoyl-coA reductase
GC00000040_3	335284.Pcryo_0194	0.0	1390.9	FADH		K00219		bactNOG[38]	08HWX@bactNOG,0RAJ7@gproNOG,172EN@proNOG,COG0446@NOG	NA|NA|NA	C	NADH:flavin oxidoreductase / NADH oxidase family
GC00000040_4	234831.PSM_B0316	2.9e-181	639.8	NAMA		K00219,K00354,K10680		bactNOG[38]	05CCY@bactNOG,0QJ39@gproNOG,16PS7@proNOG,COG1902@NOG	NA|NA|NA	C	Nadh flavin oxidoreductase nadh oxidase
GC00000040_5	391595.RLO149_c001990	2.4e-147	527.3			K00219		bactNOG[38]	01T8I@aproNOG,05CCY@bactNOG,16QME@proNOG,COG1902@NOG	NA|NA|NA	C	NADH flavin oxidoreductase NADH oxidase
GC00000040_6	349106.PsycPRwf_1170	3e-238	829.3			K00219		bactNOG[38]	05CCY@bactNOG,0QI0Z@gproNOG,16QME@proNOG,COG1902@NOG	NA|NA|NA	C	Oxidoreductase
GC00000040_7	1005048.CFU_1067	7e-144	515.8			K00219		bactNOG[38]	05CCY@bactNOG,0BAPU@bproNOG,16QME@proNOG,COG1902@NOG	NA|NA|NA	C	NADH flavin oxidoreductase
GC00000040_8	259536.Psyc_1521	1.9e-195	686.8	NEMA		K00219,K10680,K15552		bactNOG[38]	05CCY@bactNOG,0QI3Q@gproNOG,16PK7@proNOG,COG1902@NOG	NA|NA|NA	C	Nadh flavin oxidoreductase nadh oxidase
GC00000040_9	216595.PFLU3172	2.5e-169	600.1	NEMA		K00219,K10680,K15552		bactNOG[38]	05CCY@bactNOG,0QI3Q@gproNOG,16PK7@proNOG,COG1902@NOG	NA|NA|NA	C	Nadh flavin oxidoreductase nadh oxidase
GC00000040_r1_1	259536.Psyc_0182	7.6e-198	694.9	NEMA	GO:0003674,GO:0003824,GO:0006805,GO:0008150,GO:0008152,GO:0008748,GO:0009056,GO:0009410,GO:0009987,GO:0016491,GO:0016661,GO:0042221,GO:0044237,GO:0044248,GO:0044699,GO:0044710,GO:0044763,GO:0046857,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071466	K00219,K10680,K15552		bactNOG[38]	05CCY@bactNOG,0QI3Q@gproNOG,16PK7@proNOG,COG1902@NOG	NA|NA|NA	C	Nadh flavin oxidoreductase nadh oxidase
GC00000041_1	272562.CA_C0089	1.5e-101	374.8	SERA		K00018,K00058,K03778		bactNOG[38]	08JQ1@bactNOG,0F7E3@cloNOG,0P6PQ@firmNOG,COG0111@NOG	NA|NA|NA	C	Dehydrogenase
GC00000041_2	259536.Psyc_1987	2.4e-10	70.1	HPRA	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0008465,GO:0016491,GO:0016614,GO:0016616,GO:0036094,GO:0044424,GO:0044464,GO:0044710,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363	K00018,K00058	HPYRRx,PGCD	bactNOG[38]	05C5I@bactNOG,0QHXY@gproNOG,16PBG@proNOG,COG1052@NOG	NA|NA|NA	C	dehydrogenase
GC00000041_3	335284.Pcryo_2289	2.8e-156	556.6	HPRA	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0008465,GO:0016491,GO:0016614,GO:0016616,GO:0036094,GO:0044424,GO:0044464,GO:0044710,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363	K00018,K00058	HPYRRx,PGCD	bactNOG[38]	05C5I@bactNOG,0QHXY@gproNOG,16PBG@proNOG,COG1052@NOG	NA|NA|NA	C	dehydrogenase
GC00000041_4	445335.CBN_3327	3.1e-86	323.9	LDHA		K03778,K18347	LDH_D	bactNOG[38]	05C5I@bactNOG,0EQQ4@cloNOG,0NGCA@firmNOG,COG1052@NOG	NA|NA|NA	C	Dehydrogenase
GC00000041_5	259536.Psyc_0272	1.7e-168	597.4	PDXB	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0008615,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019637,GO:0033711,GO:0034641,GO:0036094,GO:0042364,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044710,GO:0044711,GO:0046483,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0051287,GO:0055114,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	K03473	PERD	NOG[107]	COG0111@NOG	NA|NA|NA	E	Dehydrogenase
GC00000041_6	318167.Sfri_2837	1.2e-130	471.5	SERA		K00058	PGCD	NOG[107]	COG0111@NOG	NA|NA|NA	E	Dehydrogenase
GC00000041_7	349106.PsycPRwf_0569	1e-203	714.5	SERA	GO:0003674,GO:0003824,GO:0004617,GO:0006082,GO:0006520,GO:0006563,GO:0006564,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0047545,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	K00058	PGCD	bactNOG[38]	08JQ1@bactNOG,0RB1W@gproNOG,173EN@proNOG,COG0111@NOG	NA|NA|NA	E	d-3-phosphoglycerate dehydrogenase
GC00000042_1	259536.Psyc_0618	6.9e-112	408.7	MODB	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008152,GO:0008509,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015098,GO:0015103,GO:0015399,GO:0015405,GO:0015412,GO:0015689,GO:0015698,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0034220,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042625,GO:0042626,GO:0043225,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02017,K02018	MOBDabc	bactNOG[38]	05E0C@bactNOG,0QID7@gproNOG,16SQX@proNOG,COG4149@NOG	NA|NA|NA	P	Molybdate ABC transporter
GC00000042_2	349106.PsycPRwf_1135	4.7e-140	502.7	CYSW	GO:0005575,GO:0006810,GO:0008150,GO:0016020,GO:0051179,GO:0051234	K02047	CRO4abcpp,MOBDabcpp,SO3abcpp,SULabcpp,TSULabcpp	bactNOG[38]	05ECW@bactNOG,0QJWI@gproNOG,16PU8@proNOG,COG4208@NOG	NA|NA|NA	P	sulfate ABC transporter
GC00000042_3	1002339.HMPREF9373_0169	1.9e-135	487.3	CYST	GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0016020,GO:0044464,GO:0051179,GO:0051234,GO:0071944	K02046	CRO4abcpp,MOBDabcpp,SO3abcpp,SULabcpp,TSULabcpp	bactNOG[38]	08I5D@bactNOG,0RAKW@gproNOG,172IG@proNOG,COG0555@NOG	NA|NA|NA	P	sulfate ABC transporter
GC00000043_1	335284.Pcryo_1060	3.6e-111	406.4	EXBB2	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006818,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015672,GO:0015992,GO:0016020,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0034220,GO:0044699,GO:0044763,GO:0044765,GO:0051179,GO:0051234,GO:0055085	K03561		bactNOG[38]	05FGH@bactNOG,0QQ57@gproNOG,1789D@proNOG,COG0811@NOG	NA|NA|NA	U	motA TolQ ExbB proton channel
GC00000043_2	259536.Psyc_1250	4.2e-120	436.0	TOLQ	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0017038,GO:0022892,GO:0031224,GO:0033036,GO:0042886,GO:0043213,GO:0044425,GO:0044464,GO:0044699,GO:0044765,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944	K03561,K03562		bactNOG[38]	05E02@bactNOG,0QJ1K@gproNOG,16QJC@proNOG,COG0811@NOG	NA|NA|NA	U	tolQ protein
GC00000043_3	1002339.HMPREF9373_1770	2.5e-79	300.4	EXBB	GO:0005575,GO:0016020	K03561		bactNOG[38]	061DE@bactNOG,COG0811@NOG	NA|NA|NA	U	outer membrane transport energization protein exbb
GC00000043_4	335284.Pcryo_1905	7.1e-98	362.1	EXBB	GO:0005575,GO:0016020	K03561,K03562		NOG[107]	COG0811@NOG	NA|NA|NA	U	MotA TolQ exbB proton channel
GC00000044_1	259536.Psyc_1994	1.3e-48	197.2	IHFA	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006139,GO:0006259,GO:0006310,GO:0006355,GO:0006417,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010608,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0032268,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:2000112,GO:2001141	K04764,K05788		bactNOG[38]	08ZUF@bactNOG,0QS1J@gproNOG,17CIV@proNOG,COG0776@NOG	NA|NA|NA	K	This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control (By similarity)
GC00000044_2	59748.PAa_0683	5.5e-12	75.5	HUP		K03530		bactNOG[38]	085SS@bactNOG,1CAG2@tenNOG,COG0776@NOG	NA|NA|NA	L	DNA-binding protein
GC00000044_3	259536.Psyc_1493	1.1e-37	161.0	IHFB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901362,GO:1901576	K03530,K05788		bactNOG[38]	080YA@bactNOG,0QTM2@gproNOG,17FAZ@proNOG,COG0776@NOG	NA|NA|NA	K	This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control (By similarity)
GC00000044_4	314278.NB231_16058	1.6e-17	94.0	HUPB	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0006139,GO:0006259,GO:0006323,GO:0006351,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576	K03530,K05787		bactNOG[38]	05K70@bactNOG,0QTRQ@gproNOG,17FE7@proNOG,COG0776@NOG	NA|NA|NA	L	DNA-binding protein
GC00000044_5	335284.Pcryo_1653	1.4e-41	173.7	HUPB	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0006139,GO:0006259,GO:0006323,GO:0006351,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576	K03530,K04764,K05787		bactNOG[38]	05K70@bactNOG,0QTRQ@gproNOG,17FE7@proNOG,COG0776@NOG	NA|NA|NA	L	DNA-binding protein
GC00000045_10	259536.Psyc_2077	1.3e-240	837.4	QSEC	GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0004871,GO:0004872,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0019538,GO:0023014,GO:0023052,GO:0036211,GO:0038023,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071944	K07645		bactNOG[38]	05DHQ@bactNOG,0QM5M@gproNOG,0XS4R@NOG,174CG@proNOG	NA|NA|NA	T	Histidine kinase
GC00000045_1	335284.Pcryo_0703	9.6e-148	528.9	CUSS	GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0004871,GO:0004872,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009893,GO:0009927,GO:0009987,GO:0010035,GO:0010038,GO:0010272,GO:0010468,GO:0010604,GO:0010628,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0019222,GO:0019538,GO:0023014,GO:0023052,GO:0036211,GO:0038023,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0046688,GO:0048518,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0070887,GO:0071241,GO:0071248,GO:0071280,GO:0071292,GO:0071704,GO:0071944	K07644		bactNOG[38]	05GR3@bactNOG,0QJ1I@gproNOG,16T8F@proNOG,COG0642@NOG	NA|NA|NA	T	Histidine kinase
GC00000045_2	1002339.HMPREF9373_1655	2.8e-264	916.0	CUSS	GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0004871,GO:0004872,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009893,GO:0009927,GO:0009987,GO:0010035,GO:0010038,GO:0010272,GO:0010468,GO:0010604,GO:0010628,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0019222,GO:0019538,GO:0023014,GO:0023052,GO:0036211,GO:0038023,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0046688,GO:0048518,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0070887,GO:0071241,GO:0071248,GO:0071280,GO:0071292,GO:0071704,GO:0071944	K07644		bactNOG[38]	05GR3@bactNOG,0QJ1I@gproNOG,16T8F@proNOG,COG0642@NOG	NA|NA|NA	T	Histidine kinase
GC00000045_3	349106.PsycPRwf_0704	1.3e-240	837.4	CUSS	GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0004871,GO:0004872,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009893,GO:0009927,GO:0009987,GO:0010035,GO:0010038,GO:0010272,GO:0010468,GO:0010604,GO:0010628,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0019222,GO:0019538,GO:0023014,GO:0023052,GO:0036211,GO:0038023,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0046688,GO:0048518,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0070887,GO:0071241,GO:0071248,GO:0071280,GO:0071292,GO:0071704,GO:0071944	K07644		bactNOG[38]	05GR3@bactNOG,0QJ1I@gproNOG,16T8F@proNOG,COG0642@NOG	NA|NA|NA	T	Histidine kinase
GC00000045_4	553217.ENHAE0001_1046	8.3e-71	273.5					NOG[107]	COG0642@NOG	NA|NA|NA	T	Histidine kinase
GC00000045_5	553217.ENHAE0001_1046	1e-73	283.1					NOG[107]	COG0642@NOG	NA|NA|NA	T	Histidine kinase
GC00000045_6	553217.ENHAE0001_0673	3.5e-76	291.2	QSEC	GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0004871,GO:0004872,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0019538,GO:0023014,GO:0023052,GO:0036211,GO:0038023,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071704,GO:0071944	K07645		bactNOG[38]	05DHQ@bactNOG,0QM5M@gproNOG,0XS4R@NOG,174CG@proNOG	NA|NA|NA	T	Histidine kinase
GC00000045_7	335284.Pcryo_1243	6.7e-129	466.1	COLS	GO:0005575,GO:0016020	K02484,K07636		bactNOG[38]	05GW5@bactNOG,0QTJH@gproNOG,11PF8@NOG,177XZ@proNOG	NA|NA|NA	T	Histidine kinase
GC00000045_8	335284.Pcryo_1243	5.3e-156	556.2	COLS	GO:0005575,GO:0016020	K02484,K07636		bactNOG[38]	05GW5@bactNOG,0QTJH@gproNOG,11PF8@NOG,177XZ@proNOG	NA|NA|NA	T	Histidine kinase
GC00000045_9	335284.Pcryo_1243	1.6e-202	710.7	COLS	GO:0005575,GO:0016020	K02484,K07636		bactNOG[38]	05GW5@bactNOG,0QTJH@gproNOG,11PF8@NOG,177XZ@proNOG	NA|NA|NA	T	Histidine kinase
GC00000046_1	716541.ECL_03815	2.2e-51	206.5	GLMM	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006040,GO:0006047,GO:0006048,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008966,GO:0009058,GO:0009117,GO:0009165,GO:0009225,GO:0009226,GO:0009987,GO:0016853,GO:0016866,GO:0016868,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046349,GO:0046483,GO:0055086,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576	K03431	ACGAMPM,PGAMT,PGAMTi,PGMT,PMANM,PPM	NOG[107]	COG1109@NOG	NA|NA|NA	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate (By similarity)
